username,acctdesc,location,following,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,followers
Kusnadi65507951,"terima titip:jual-beli-sewa property- renovasi /bangun rumah mewah call/wa me: 0878-7619-6680.harga terjangkau, kwalitas terjamin
https://t.co/E5CnEZMWUt","DKI Jakarta, Indonesia",277,44,184,2017-07-29 17:12:28,2022-02-27 18:49:25,0,"DIJUAL CEPAT RUMAH DI CILANDAK DKT DENGAN TOL ANDARA 
LT: 124
LB: 150
KT: 3 
KM:2
SHM, IMB-Harga 2.6 M
 INFO
087876196680
https://t.co/JyR2KPx4zx
https://t.co/dEaLNHXZxB

#artis #dokter  #asn #selebritis #rumah123 #eraproperty #raywhite #dijual #olx https://t.co/FKUyuMNVGw","[{'text': 'artis', 'indices': [171, 177]}, {'text': 'dokter', 'indices': [178, 185]}, {'text': 'asn', 'indices': [187, 191]}, {'text': 'selebritis', 'indices': [192, 203]}, {'text': 'rumah123', 'indices': [204, 213]}, {'text': 'eraproperty', 'indices': [214, 226]}, {'text': 'raywhite', 'indices': [227, 236]}, {'text': 'dijual', 'indices': [237, 244]}, {'text': 'olx', 'indices': [245, 249]}]"
